freq_hz,residual
2200000000.0,2.220446049250313e-16
2250000000.0,2.220446049250313e-16
2300000000.0,2.220446049250313e-16
2350000000.0,2.220446049250313e-16
2400000000.0,2.220446049250313e-16
2450000000.0,2.220446049250313e-16
2500000000.0,2.220446049250313e-16
2550000000.0,2.220446049250313e-16
2600000000.0,2.220446049250313e-16
2650000000.0,2.220446049250313e-16
2700000000.0,2.220446049250313e-16
